housekeeping_log_id,booking_id,guest_id,room_id,service_date,cleaning_start_time,cleaning_end_time,cleaning_duration_minutes,attendant_id,inspector_id,inspection_status,room_ready_status,issues_found,issue_severity,bathroom_status,linen_status,floor_status,minibar_status,notes
HK-003403,BKG-003034,GST-003034,RM-203,2023-07-26,10:05,10:44,39,ATT-007,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003404,BKG-002854,GST-002854,RM-109,2023-07-26,13:10,13:38,28,ATT-017,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003405,BKG-007213,GST-007213,RM-124,2023-07-26,14:20,14:55,35,ATT-004,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003406,BKG-002451,GST-002451,RM-504,2023-07-27,08:35,09:34,59,ATT-023,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003407,BKG-002854,GST-002854,RM-109,2023-07-27,11:20,12:08,48,ATT-034,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003408,BKG-002854,GST-002854,RM-109,2023-07-28,09:00,09:28,28,ATT-017,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003409,BKG-006919,GST-006919,RM-324,2023-07-28,13:00,13:54,54,ATT-026,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003410,BKG-009696,GST-009696,RM-125,2023-07-28,14:30,15:12,42,ATT-004,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003411,BKG-006151,GST-006151,RM-530,2023-07-29,10:10,10:50,40,ATT-015,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003412,BKG-002451,GST-002451,RM-504,2023-07-29,16:00,16:35,35,ATT-025,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003413,BKG-008418,GST-008418,RM-213,2023-07-30,11:55,12:57,62,ATT-022,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003414,BKG-006151,GST-006151,RM-530,2023-07-30,12:25,13:02,37,ATT-032,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003415,BKG-002854,GST-002854,RM-109,2023-07-30,13:15,13:57,42,ATT-006,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003416,BKG-002451,GST-002451,RM-504,2023-07-30,13:40,14:21,41,ATT-025,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003417,BKG-006919,GST-006919,RM-324,2023-07-30,16:05,16:36,31,ATT-028,INS-005,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
HK-003418,BKG-008418,GST-008418,RM-213,2023-07-31,11:50,12:23,33,ATT-029,INS-005,follow_up_required,ready_after_follow_up,minibar not restocked,minor,clean,fresh,vacuumed,needs restock,daily service required follow-up for minibar not restocked; room release delayed pending correction.
HK-003419,BKG-002451,GST-002451,RM-504,2023-07-31,12:10,12:38,28,ATT-029,INS-008,follow_up_required,ready_after_follow_up,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service required follow-up for missing towels; room release delayed pending correction.
HK-003420,BKG-006919,GST-006919,RM-324,2023-07-31,15:45,16:22,37,ATT-005,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003421,BKG-006151,GST-006151,RM-530,2023-07-31,16:10,16:55,45,ATT-029,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003422,BKG-005259,GST-005259,RM-528,2023-08-01,10:10,10:53,43,ATT-025,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003423,BKG-006919,GST-006919,RM-324,2023-08-01,12:40,13:09,29,ATT-033,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003424,BKG-002451,GST-002451,RM-504,2023-08-01,14:05,15:20,75,ATT-016,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003425,BKG-006151,GST-006151,RM-530,2023-08-02,10:25,11:00,35,ATT-018,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003426,BKG-005259,GST-005259,RM-528,2023-08-02,11:40,12:04,24,ATT-027,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003427,BKG-005328,GST-005328,RM-325,2023-08-02,12:15,13:12,57,ATT-025,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003428,BKG-006919,GST-006919,RM-324,2023-08-02,13:55,14:48,53,ATT-036,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003429,BKG-005335,GST-005335,RM-518,2023-08-03,11:50,12:56,66,ATT-004,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003430,BKG-005328,GST-005328,RM-325,2023-08-03,13:00,13:31,31,ATT-003,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003431,BKG-005259,GST-005259,RM-528,2023-08-03,16:55,17:33,38,ATT-008,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003432,BKG-006573,GST-006573,RM-522,2023-08-04,11:25,12:25,60,ATT-010,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003433,BKG-005335,GST-005335,RM-518,2023-08-04,11:55,12:43,48,ATT-034,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003434,BKG-006151,GST-006151,RM-530,2023-08-04,14:55,15:19,24,ATT-003,INS-003,follow_up_required,ready_after_follow_up,minibar not restocked,minor,clean,fresh,vacuumed,needs restock,daily service required follow-up for minibar not restocked; room release delayed pending correction.
HK-003435,BKG-004622,GST-004622,RM-135,2023-08-05,09:05,09:39,34,ATT-028,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003436,BKG-006151,GST-006151,RM-530,2023-08-05,10:00,10:48,48,ATT-010,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003437,BKG-005084,GST-005084,RM-135,2023-08-05,11:00,12:05,65,ATT-001,INS-010,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,pre arrival passed with minor note: trash not removed.
HK-003438,BKG-006573,GST-006573,RM-522,2023-08-05,12:55,13:29,34,ATT-027,INS-006,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: amenity tray incomplete.
HK-003439,BKG-007398,GST-007398,RM-119,2023-08-05,13:10,13:49,39,ATT-022,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003440,BKG-005259,GST-005259,RM-528,2023-08-05,16:30,16:56,26,ATT-012,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003441,BKG-006573,GST-006573,RM-522,2023-08-06,09:00,09:43,43,ATT-030,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003442,BKG-005335,GST-005335,RM-518,2023-08-06,10:40,11:28,48,ATT-021,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003443,BKG-005328,GST-005328,RM-325,2023-08-06,12:05,12:37,32,ATT-023,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003444,BKG-005259,GST-005259,RM-528,2023-08-06,14:00,14:48,48,ATT-028,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003445,BKG-004622,GST-004622,RM-135,2023-08-06,16:10,16:33,23,ATT-016,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003446,BKG-004622,GST-004622,RM-135,2023-08-07,09:50,10:35,45,ATT-029,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003447,BKG-007398,GST-007398,RM-119,2023-08-07,12:20,12:56,36,ATT-009,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003448,BKG-005367,GST-005367,RM-416,2023-08-07,13:10,13:56,46,ATT-006,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003449,BKG-005328,GST-005328,RM-325,2023-08-07,13:15,14:15,60,ATT-005,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003450,BKG-005084,GST-005084,RM-135,2023-08-07,16:40,17:06,26,ATT-006,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003451,BKG-006573,GST-006573,RM-522,2023-08-08,09:20,09:49,29,ATT-012,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003452,BKG-005367,GST-005367,RM-416,2023-08-08,11:30,12:15,45,ATT-036,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003453,BKG-004622,GST-004622,RM-135,2023-08-08,12:10,12:47,37,ATT-013,INS-004,follow_up_required,ready_after_follow_up,minibar not restocked,minor,clean,fresh,vacuumed,needs restock,daily service required follow-up for minibar not restocked; room release delayed pending correction.
HK-003454,BKG-003226,GST-003226,RM-233,2023-08-09,09:45,10:48,63,ATT-022,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003455,BKG-007398,GST-007398,RM-119,2023-08-09,09:45,10:18,33,ATT-033,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003456,BKG-009420,GST-009420,RM-437,2023-08-09,09:50,10:57,67,ATT-003,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003457,BKG-005367,GST-005367,RM-416,2023-08-09,10:15,10:53,38,ATT-020,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003458,BKG-005335,GST-005335,RM-518,2023-08-09,12:50,13:12,22,ATT-024,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003459,BKG-005084,GST-005084,RM-135,2023-08-09,14:50,15:15,25,ATT-020,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003460,BKG-006573,GST-006573,RM-522,2023-08-09,15:05,16:09,64,ATT-011,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003461,BKG-006834,GST-006834,RM-307,2023-08-10,09:05,09:46,41,ATT-030,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003462,BKG-005084,GST-005084,RM-135,2023-08-10,09:55,10:22,27,ATT-014,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003463,BKG-004622,GST-004622,RM-135,2023-08-10,11:50,12:30,40,ATT-017,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003464,BKG-000031,GST-000031,RM-424,2023-08-10,12:35,13:43,68,ATT-009,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003465,BKG-006321,GST-006321,RM-522,2023-08-10,13:10,14:10,60,ATT-004,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003466,BKG-007398,GST-007398,RM-119,2023-08-10,15:35,16:27,52,ATT-031,INS-003,passed_with_notes,ready,minibar not restocked,minor,clean,fresh,vacuumed,needs restock,checkout clean passed with minor note: minibar not restocked.
HK-003467,BKG-005672,GST-005672,RM-235,2023-08-11,09:10,09:51,41,ATT-015,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003468,BKG-004622,GST-004622,RM-135,2023-08-11,10:40,11:42,62,ATT-014,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003469,BKG-006834,GST-006834,RM-307,2023-08-11,10:50,11:32,42,ATT-012,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003470,BKG-002471,GST-002471,RM-408,2023-08-11,11:00,11:36,36,ATT-017,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003471,BKG-006321,GST-006321,RM-522,2023-08-11,11:00,11:44,44,ATT-028,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003472,BKG-003226,GST-003226,RM-233,2023-08-11,11:05,11:39,34,ATT-007,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003473,BKG-005207,GST-005207,RM-526,2023-08-11,12:45,13:45,60,ATT-002,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003474,BKG-005084,GST-005084,RM-135,2023-08-11,14:50,15:23,33,ATT-025,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003475,BKG-005367,GST-005367,RM-416,2023-08-11,15:40,16:23,43,ATT-003,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003476,BKG-009420,GST-009420,RM-437,2023-08-11,16:05,16:30,25,ATT-031,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003477,BKG-000031,GST-000031,RM-424,2023-08-12,09:35,10:09,34,ATT-010,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003478,BKG-003450,GST-003450,RM-319,2023-08-12,09:45,10:51,66,ATT-012,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003479,BKG-005367,GST-005367,RM-416,2023-08-12,10:45,11:47,62,ATT-027,INS-003,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,checkout clean passed with minor note: dust on desk.
HK-003480,BKG-005084,GST-005084,RM-135,2023-08-12,11:55,12:39,44,ATT-012,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003481,BKG-006945,GST-006945,RM-504,2023-08-12,13:30,14:36,66,ATT-019,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003482,BKG-005672,GST-005672,RM-235,2023-08-12,13:50,14:32,42,ATT-001,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003483,BKG-006834,GST-006834,RM-307,2023-08-12,14:10,15:26,76,ATT-035,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003484,BKG-009420,GST-009420,RM-437,2023-08-12,16:10,16:52,42,ATT-027,INS-005,follow_up_required,ready_after_follow_up,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service required follow-up for amenity tray incomplete; room release delayed pending correction.
HK-003485,BKG-002471,GST-002471,RM-408,2023-08-13,10:20,10:55,35,ATT-010,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003486,BKG-005084,GST-005084,RM-135,2023-08-13,13:35,14:09,34,ATT-012,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003487,BKG-000031,GST-000031,RM-424,2023-08-13,14:20,14:55,35,ATT-027,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003488,BKG-005207,GST-005207,RM-526,2023-08-13,16:40,17:10,30,ATT-024,INS-006,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
HK-003489,BKG-005672,GST-005672,RM-235,2023-08-13,16:40,17:23,43,ATT-023,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003490,BKG-009420,GST-009420,RM-437,2023-08-13,16:45,17:23,38,ATT-022,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003491,BKG-003226,GST-003226,RM-233,2023-08-13,16:50,17:32,42,ATT-004,INS-007,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,daily service passed with minor note: trash not removed.
HK-003492,BKG-003226,GST-003226,RM-233,2023-08-14,09:00,09:27,27,ATT-018,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003493,BKG-006945,GST-006945,RM-504,2023-08-14,10:50,11:24,34,ATT-016,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003494,BKG-003450,GST-003450,RM-319,2023-08-14,11:00,11:41,41,ATT-023,INS-010,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: dust on desk.
HK-003495,BKG-005084,GST-005084,RM-135,2023-08-14,11:25,11:48,23,ATT-005,INS-006,follow_up_required,ready_after_follow_up,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service required follow-up for floor not vacuumed; room release delayed pending correction.
HK-003496,BKG-000031,GST-000031,RM-424,2023-08-14,12:10,12:57,47,ATT-003,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003497,BKG-002471,GST-002471,RM-408,2023-08-14,15:40,16:08,28,ATT-022,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003498,BKG-005084,GST-005084,RM-135,2023-08-15,09:40,10:08,28,ATT-014,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003499,BKG-002471,GST-002471,RM-408,2023-08-15,09:45,10:15,30,ATT-001,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003500,BKG-005207,GST-005207,RM-526,2023-08-15,09:45,10:17,32,ATT-023,INS-006,passed_with_notes,ready,stained linen,minor,clean,stained,vacuumed,stocked,daily service passed with minor note: stained linen.
HK-003501,BKG-005672,GST-005672,RM-235,2023-08-15,11:35,12:19,44,ATT-010,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003502,BKG-003226,GST-003226,RM-233,2023-08-15,12:20,12:52,32,ATT-035,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003503,BKG-006945,GST-006945,RM-504,2023-08-15,13:10,13:39,29,ATT-017,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003504,BKG-009420,GST-009420,RM-437,2023-08-15,13:30,14:01,31,ATT-015,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003505,BKG-007655,GST-007655,RM-320,2023-08-16,09:20,10:08,48,ATT-007,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003506,BKG-008096,GST-008096,RM-441,2023-08-16,10:30,11:29,59,ATT-003,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003507,BKG-005672,GST-005672,RM-235,2023-08-16,11:55,12:21,26,ATT-011,INS-006,follow_up_required,ready_after_follow_up,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service required follow-up for missing towels; room release delayed pending correction.
HK-003508,BKG-002211,GST-002211,RM-240,2023-08-16,12:40,13:16,36,ATT-034,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003509,BKG-003450,GST-003450,RM-319,2023-08-16,12:40,13:04,24,ATT-023,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003510,BKG-009420,GST-009420,RM-437,2023-08-16,13:05,13:46,41,ATT-012,INS-004,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,checkout clean passed with minor note: missing towels.
HK-003511,BKG-006121,GST-006121,RM-224,2023-08-16,13:45,14:29,44,ATT-023,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003512,BKG-003226,GST-003226,RM-233,2023-08-16,14:25,14:56,31,ATT-014,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003513,BKG-005084,GST-005084,RM-135,2023-08-16,14:30,15:23,53,ATT-035,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003514,BKG-005207,GST-005207,RM-526,2023-08-16,14:35,15:02,27,ATT-015,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003515,BKG-002471,GST-002471,RM-408,2023-08-16,15:15,16:00,45,ATT-008,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003516,BKG-006945,GST-006945,RM-504,2023-08-16,15:15,15:53,38,ATT-009,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003517,BKG-003450,GST-003450,RM-319,2023-08-17,10:05,11:18,73,ATT-016,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003518,BKG-005207,GST-005207,RM-526,2023-08-17,13:15,14:02,47,ATT-032,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003519,BKG-005672,GST-005672,RM-235,2023-08-17,13:25,14:08,43,ATT-029,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003520,BKG-002471,GST-002471,RM-408,2023-08-17,14:10,15:09,59,ATT-032,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003521,BKG-003226,GST-003226,RM-233,2023-08-17,15:40,16:07,27,ATT-005,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003522,BKG-007655,GST-007655,RM-320,2023-08-18,10:15,11:28,73,ATT-023,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003523,BKG-003226,GST-003226,RM-233,2023-08-18,11:00,11:53,53,ATT-021,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003524,BKG-005672,GST-005672,RM-235,2023-08-18,11:25,13:02,97,ATT-032,INS-003,failed,not_ready,dirty bathroom,major,dirty,fresh,vacuumed,stocked,checkout clean failed due to dirty bathroom; room not released until corrective cleaning.
HK-003525,BKG-005207,GST-005207,RM-526,2023-08-18,12:35,13:22,47,ATT-015,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-003526,BKG-002211,GST-002211,RM-240,2023-08-18,13:45,14:22,37,ATT-026,INS-004,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: amenity tray incomplete.
HK-003527,BKG-008096,GST-008096,RM-441,2023-08-18,13:50,14:34,44,ATT-023,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003528,BKG-005762,GST-005762,RM-411,2023-08-18,14:30,15:10,40,ATT-025,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-003529,BKG-006121,GST-006121,RM-224,2023-08-18,16:50,17:36,46,ATT-027,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003530,BKG-008096,GST-008096,RM-441,2023-08-19,13:40,14:18,38,ATT-003,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003531,BKG-005762,GST-005762,RM-411,2023-08-19,13:50,14:28,38,ATT-018,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003532,BKG-002211,GST-002211,RM-240,2023-08-20,10:45,11:23,38,ATT-026,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-003533,BKG-006121,GST-006121,RM-224,2023-08-20,10:55,11:48,53,ATT-021,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
