booking_id,guest_id,property_id,hotel_name,arrival_date,departure_date,stay_nights,lead_time_days,adults,children,babies,meal_plan,country,market_segment,distribution_channel,repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,special_requests
BKG-003602,GST-003602,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-08,2021-08-18,10,64,2,0,0,SC,Portugal,Groups,Travel Agent,false,0,0,E,E,0,Refundable,0,Transient,113.00,1,3
BKG-003614,GST-003614,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-07,2021-05-13,6,120,3,1,1,BB,France,Online TA,Corporate,false,1,1,D,D,1,No Deposit,0,Contract,116.91,1,2
BKG-003621,GST-003621,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-25,2022-12-28,3,31,2,2,1,BB,Spain,Groups,Travel Agent,false,1,3,B,B,1,No Deposit,1,Transient-Party,61.63,2,2
BKG-003633,GST-003633,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-18,2022-01-20,2,88,2,0,1,FB,France,Groups,Travel Agent,true,1,1,C,C,0,No Deposit,1,Transient,52.42,0,2
BKG-003656,GST-003656,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-01,2023-05-08,7,118,3,2,1,FB,Spain,Groups,Travel Agent,true,1,1,A,A,0,No Deposit,2,Transient,62.52,2,0
BKG-003666,GST-003666,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-02,2022-05-05,3,37,1,0,1,SC,France,Online TA,Corporate,true,0,2,E,E,0,No Deposit,0,Transient-Party,67.40,1,3
BKG-003669,GST-003669,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-12,2021-04-17,5,93,2,1,1,FB,Portugal,Online TA,Corporate,false,1,1,C,C,1,Refundable,0,Transient,121.86,2,3
BKG-003672,GST-003672,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-04,2022-01-08,4,144,3,1,0,SC,Germany,Offline TA/TO,Direct,false,0,0,A,A,0,Non Refundable,1,Transient-Party,106.90,2,0
BKG-003676,GST-003676,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-05,2021-04-11,6,104,3,1,0,HB,Portugal,Offline TA/TO,Travel Agent,false,2,1,D,D,1,Refundable,2,Transient-Party,76.64,0,1
BKG-003677,GST-003677,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-07-10,2021-07-19,9,104,3,1,0,FB,Spain,Offline TA/TO,Corporate,false,0,2,E,E,0,No Deposit,1,Contract,125.28,1,1
BKG-003721,GST-003721,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-12-19,2021-12-26,7,150,3,0,1,HB,Spain,Groups,Direct,false,3,0,C,C,0,No Deposit,0,Transient,82.79,1,3
BKG-003726,GST-003726,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-19,2023-05-23,4,129,1,2,0,BB,Portugal,Offline TA/TO,Tour Operator,true,0,2,A,A,0,Non Refundable,1,Transient-Party,125.31,0,3
BKG-003734,GST-003734,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-16,2022-04-20,4,107,1,0,0,FB,France,Online TA,Travel Agent,false,0,2,E,E,0,Refundable,0,Contract,89.15,0,1
BKG-003759,GST-003759,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-31,2023-11-02,2,114,2,0,0,SC,France,Groups,Travel Agent,false,0,1,D,D,1,Non Refundable,1,Transient,98.83,2,2
BKG-003796,GST-003796,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-27,2021-08-31,4,84,1,2,1,FB,Spain,Groups,Corporate,false,0,3,D,D,0,No Deposit,2,Transient,105.03,2,1
BKG-003817,GST-003817,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-21,2021-08-28,7,81,3,0,0,BB,France,Offline TA/TO,Corporate,true,0,2,C,C,0,Refundable,3,Transient-Party,88.77,0,1
BKG-003841,GST-003841,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-07-18,2021-07-21,3,69,1,0,0,BB,Portugal,Online TA,Direct,false,1,1,D,D,0,No Deposit,2,Transient,71.67,2,1
BKG-003847,GST-003847,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-01,2022-10-06,5,155,1,2,1,HB,Portugal,Online TA,Tour Operator,true,0,2,A,A,1,No Deposit,3,Transient-Party,88.16,0,1
BKG-003862,GST-003862,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-08-27,2023-09-01,5,61,2,1,1,BB,France,Groups,Direct,false,1,1,C,C,0,No Deposit,0,Transient,64.17,1,0
BKG-003894,GST-003894,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-26,2023-04-27,1,5,1,0,0,BB,France,Groups,Tour Operator,false,1,0,D,D,0,Refundable,4,Transient-Party,119.64,2,0
BKG-003904,GST-003904,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-06-21,2022-06-24,3,53,1,2,0,HB,Germany,Groups,Corporate,false,1,2,E,E,0,No Deposit,1,Transient,96.27,1,0
BKG-003912,GST-003912,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-11-09,2022-11-14,5,111,3,0,1,BB,Portugal,Groups,Direct,false,0,0,E,E,0,No Deposit,4,Contract,136.20,0,3
BKG-003921,GST-003921,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-03-19,2022-03-23,4,193,1,0,0,BB,Portugal,Offline TA/TO,Travel Agent,false,0,1,B,B,1,No Deposit,0,Transient,77.73,2,2
BKG-003934,GST-003934,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-23,2021-01-29,6,138,3,1,1,SC,Portugal,Online TA,Direct,false,1,0,B,B,0,No Deposit,0,Transient,141.45,0,3
BKG-003937,GST-003937,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-07-11,2023-07-18,7,162,3,0,0,HB,Germany,Offline TA/TO,Direct,true,0,3,C,C,0,No Deposit,2,Transient-Party,72.26,1,0
BKG-003941,GST-003941,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-03-29,2021-04-03,5,119,1,0,0,BB,Germany,Online TA,Travel Agent,true,1,0,B,B,0,Non Refundable,1,Transient,119.94,2,3
BKG-003947,GST-003947,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-12-11,2021-12-18,7,127,1,1,1,FB,Spain,Online TA,Direct,true,1,0,D,D,0,No Deposit,2,Contract,75.50,2,2
BKG-003951,GST-003951,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-22,2022-05-27,5,126,2,0,1,SC,Portugal,Groups,Corporate,true,0,1,E,E,0,No Deposit,3,Contract,107.89,1,0
BKG-003953,GST-003953,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-06-02,2021-06-12,10,209,1,1,0,FB,Portugal,Offline TA/TO,Travel Agent,false,2,1,E,E,0,Refundable,1,Contract,88.64,2,3
BKG-003983,GST-003983,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-07-05,2022-07-08,3,258,2,1,0,FB,Spain,Online TA,Tour Operator,true,0,2,A,A,0,Refundable,1,Transient-Party,117.79,2,1
BKG-003985,GST-003985,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-23,2021-01-25,2,112,1,1,0,SC,Spain,Groups,Travel Agent,false,0,5,B,B,0,Refundable,2,Transient-Party,89.69,1,3
BKG-003991,GST-003991,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-06-11,2021-06-15,4,16,3,0,1,SC,France,Online TA,Direct,false,1,1,C,C,0,No Deposit,1,Transient,81.13,1,1
BKG-004000,GST-004000,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-09-25,2022-09-28,3,118,2,2,1,SC,Spain,Offline TA/TO,Travel Agent,true,1,3,D,D,0,Non Refundable,0,Contract,90.19,0,3
BKG-004018,GST-004018,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-12,2022-12-18,6,135,1,2,1,SC,Portugal,Offline TA/TO,Tour Operator,true,1,0,A,A,0,Non Refundable,0,Contract,87.26,1,3
BKG-004038,GST-004038,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-09-21,2023-09-26,5,89,1,0,1,HB,Spain,Online TA,Travel Agent,true,0,1,D,D,0,Refundable,0,Contract,92.61,0,2
BKG-004048,GST-004048,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-31,2022-09-03,3,241,3,2,1,FB,Spain,Online TA,Corporate,false,0,0,B,B,0,Refundable,0,Contract,90.83,1,1
BKG-004055,GST-004055,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-07-19,2022-07-25,6,49,3,0,0,BB,France,Online TA,Travel Agent,false,2,1,B,B,0,Refundable,1,Transient-Party,124.20,1,3
BKG-004057,GST-004057,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-09,2023-04-16,7,173,2,1,0,BB,France,Online TA,Tour Operator,false,0,1,C,C,1,Refundable,0,Transient,118.05,1,1
BKG-004066,GST-004066,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-10,2023-02-16,6,68,3,0,0,FB,Portugal,Online TA,Corporate,false,0,0,D,D,0,Refundable,0,Transient,119.26,0,1
BKG-004069,GST-004069,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-15,2022-05-20,5,41,3,1,1,SC,Spain,Online TA,Tour Operator,true,1,0,B,B,0,No Deposit,2,Transient,110.38,0,3
BKG-004070,GST-004070,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-03-24,2023-03-27,3,153,3,1,1,HB,Germany,Groups,Tour Operator,true,0,0,A,A,0,Refundable,2,Transient,84.20,0,2
BKG-004074,GST-004074,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-14,2022-04-17,3,93,3,0,1,SC,Spain,Online TA,Travel Agent,false,0,1,B,B,0,Refundable,1,Transient,119.47,0,0
BKG-004076,GST-004076,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-14,2023-04-20,6,106,1,1,0,FB,Portugal,Offline TA/TO,Direct,false,0,0,E,E,0,Non Refundable,1,Transient,76.59,0,2
BKG-004079,GST-004079,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-03,2021-01-09,6,81,2,1,0,BB,France,Online TA,Corporate,true,1,0,E,E,0,Non Refundable,0,Transient,103.50,2,0
BKG-004085,GST-004085,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-01-22,2023-01-24,2,166,3,2,0,HB,Portugal,Groups,Travel Agent,false,0,1,C,C,0,Refundable,2,Transient,93.15,0,3
BKG-004087,GST-004087,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-19,2021-05-23,4,143,1,2,0,SC,Germany,Online TA,Travel Agent,false,2,1,E,E,0,Refundable,1,Transient,99.69,0,0
BKG-004139,GST-004139,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-11-14,2021-11-18,4,145,2,2,0,HB,Germany,Groups,Travel Agent,true,0,1,E,E,0,No Deposit,0,Transient,102.14,0,3
BKG-004160,GST-004160,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-07-13,2023-07-19,6,104,3,2,0,SC,France,Offline TA/TO,Travel Agent,true,1,1,E,E,0,No Deposit,2,Transient-Party,120.38,1,2
BKG-004191,GST-004191,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-05,2023-10-14,9,120,1,0,0,FB,Portugal,Online TA,Travel Agent,false,2,4,E,E,1,No Deposit,2,Transient,87.94,0,2
BKG-004198,GST-004198,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-23,2023-05-26,3,22,3,2,0,SC,France,Groups,Corporate,false,4,2,D,D,0,No Deposit,1,Contract,97.08,1,2
BKG-004212,GST-004212,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-20,2022-10-23,3,73,2,1,0,SC,France,Groups,Travel Agent,true,1,0,E,E,0,No Deposit,1,Transient,56.13,1,1
BKG-004220,GST-004220,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-07-03,2021-07-06,3,10,3,2,1,BB,Portugal,Groups,Travel Agent,false,1,1,D,D,0,No Deposit,0,Transient-Party,77.51,0,2
BKG-004223,GST-004223,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-18,2022-04-24,6,100,3,2,1,HB,France,Offline TA/TO,Tour Operator,false,1,1,E,E,0,Non Refundable,2,Contract,91.91,1,3
BKG-004229,GST-004229,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-16,2023-10-18,2,114,3,1,1,FB,Spain,Offline TA/TO,Direct,true,0,1,D,D,0,Non Refundable,1,Transient,92.80,2,1
BKG-004232,GST-004232,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-28,2021-09-03,6,168,2,0,0,SC,Portugal,Groups,Travel Agent,false,0,1,E,E,0,Refundable,0,Transient,80.13,1,1
BKG-004240,GST-004240,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-12,2022-10-15,3,96,1,2,1,BB,Spain,Online TA,Tour Operator,true,1,3,A,A,0,Non Refundable,1,Contract,87.81,0,0
BKG-004245,GST-004245,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-03-20,2022-03-23,3,101,1,1,0,HB,Spain,Offline TA/TO,Travel Agent,true,1,1,E,E,0,Refundable,1,Transient,89.51,2,3
BKG-004255,GST-004255,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-06-18,2023-06-28,10,112,1,1,1,HB,Germany,Online TA,Travel Agent,true,1,1,E,E,0,No Deposit,1,Contract,102.58,0,2
BKG-004259,GST-004259,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-03-05,2021-03-13,8,95,3,0,1,FB,Portugal,Offline TA/TO,Direct,false,0,2,A,A,0,Non Refundable,0,Transient-Party,107.44,1,3
BKG-004269,GST-004269,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-06-01,2022-06-03,2,44,1,0,1,HB,Portugal,Online TA,Tour Operator,false,0,1,D,D,0,No Deposit,1,Contract,107.90,1,1
BKG-004309,GST-004309,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-24,2023-10-28,4,90,3,0,0,HB,Germany,Offline TA/TO,Tour Operator,true,0,0,D,D,0,Refundable,0,Transient,82.20,1,3
BKG-004336,GST-004336,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-09-26,2023-10-04,8,68,1,2,1,HB,Spain,Groups,Corporate,false,1,1,D,D,0,Refundable,1,Transient-Party,83.36,0,1
BKG-004342,GST-004342,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-11-29,2021-12-03,4,110,1,0,1,SC,Portugal,Online TA,Corporate,true,0,3,E,E,0,Non Refundable,1,Transient-Party,109.95,2,3
BKG-004343,GST-004343,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-08-29,2023-09-02,4,197,3,2,0,BB,Spain,Offline TA/TO,Tour Operator,false,0,1,D,D,1,No Deposit,1,Transient,88.84,2,2
BKG-004345,GST-004345,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-12-22,2021-12-28,6,67,3,1,1,FB,Portugal,Offline TA/TO,Corporate,true,0,1,D,D,0,Refundable,0,Contract,91.44,2,3
BKG-004384,GST-004384,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-24,2022-05-27,3,110,3,2,1,FB,Spain,Offline TA/TO,Tour Operator,false,0,0,C,C,1,Refundable,1,Transient,126.49,0,0
BKG-004391,GST-004391,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-07,2021-04-12,5,126,3,0,1,SC,Germany,Offline TA/TO,Corporate,true,0,0,B,B,0,Refundable,1,Transient,124.88,1,1
BKG-004411,GST-004411,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-07-11,2023-07-15,4,67,1,2,1,FB,France,Groups,Travel Agent,false,0,1,B,B,0,No Deposit,2,Contract,63.19,0,3
BKG-004417,GST-004417,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-11,2022-10-18,7,113,2,2,1,FB,France,Online TA,Tour Operator,false,0,2,C,C,0,Refundable,1,Transient-Party,47.95,1,1
BKG-004419,GST-004419,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-01-28,2023-02-03,6,82,1,1,0,HB,Germany,Groups,Corporate,false,1,0,A,A,0,Non Refundable,4,Contract,61.21,0,1
BKG-004422,GST-004422,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-10,2022-05-17,7,46,1,0,1,HB,Germany,Groups,Tour Operator,false,0,1,A,A,0,No Deposit,1,Contract,119.82,0,3
BKG-004434,GST-004434,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-06-25,2022-07-03,8,72,1,1,0,SC,Germany,Groups,Direct,true,0,1,B,B,0,Non Refundable,1,Transient,85.33,1,2
BKG-004457,GST-004457,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-03-16,2023-03-26,10,42,3,0,0,SC,France,Groups,Direct,false,1,1,C,C,0,Refundable,3,Transient,86.34,0,2
BKG-004467,GST-004467,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-10-17,2021-10-23,6,142,2,2,0,HB,Spain,Groups,Travel Agent,true,1,0,C,C,1,No Deposit,0,Transient-Party,87.95,0,1
BKG-004472,GST-004472,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-04,2023-05-09,5,164,3,0,0,FB,Germany,Online TA,Tour Operator,true,0,0,B,B,0,No Deposit,2,Contract,97.27,1,0
BKG-004477,GST-004477,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-09-22,2021-10-01,9,77,1,2,1,HB,Germany,Online TA,Corporate,false,1,2,D,D,0,No Deposit,1,Transient-Party,104.10,2,3
BKG-004491,GST-004491,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-09-22,2023-09-28,6,120,2,0,0,BB,France,Online TA,Direct,false,1,0,D,D,0,Refundable,0,Transient,96.80,2,0
BKG-004502,GST-004502,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-03-24,2021-03-30,6,32,1,0,0,SC,Spain,Groups,Corporate,true,1,3,D,D,0,Refundable,0,Transient-Party,104.11,1,2
BKG-004503,GST-004503,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-03,2023-04-07,4,21,3,1,0,BB,France,Offline TA/TO,Travel Agent,false,1,0,D,D,0,Refundable,1,Transient-Party,112.62,1,0
BKG-004524,GST-004524,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-03-04,2022-03-09,5,204,3,2,0,BB,Germany,Offline TA/TO,Corporate,false,1,0,C,C,2,No Deposit,3,Transient,88.22,1,2
BKG-004531,GST-004531,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-06-25,2023-07-01,6,108,1,2,1,HB,Germany,Groups,Travel Agent,true,1,1,C,C,0,Non Refundable,0,Contract,88.04,1,0
BKG-004537,GST-004537,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-11-10,2023-11-13,3,111,3,1,1,HB,Spain,Online TA,Tour Operator,true,1,1,D,D,1,Non Refundable,1,Transient,83.01,0,2
BKG-004554,GST-004554,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-06-14,2022-06-18,4,52,3,0,1,HB,Portugal,Offline TA/TO,Travel Agent,false,0,0,C,C,0,Non Refundable,0,Contract,73.85,2,3
BKG-004570,GST-004570,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-18,2022-05-22,4,101,1,1,0,HB,Germany,Online TA,Tour Operator,true,0,1,D,D,0,Non Refundable,0,Transient,66.12,0,1
BKG-004578,GST-004578,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-07,2023-10-11,4,191,2,2,1,FB,France,Groups,Corporate,false,0,0,A,A,0,Refundable,1,Transient-Party,103.00,1,2
BKG-004591,GST-004591,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-13,2022-12-20,7,69,3,1,0,SC,Portugal,Online TA,Direct,true,1,2,A,A,0,Non Refundable,1,Contract,99.19,1,3
BKG-004596,GST-004596,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-13,2023-05-16,3,108,2,1,0,HB,Germany,Offline TA/TO,Direct,true,0,1,A,A,0,No Deposit,1,Transient-Party,79.57,0,3
BKG-004601,GST-004601,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-03-03,2021-03-10,7,89,3,0,1,BB,France,Offline TA/TO,Tour Operator,false,0,1,D,D,1,No Deposit,3,Contract,72.24,2,1
BKG-004622,GST-004622,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-08-05,2023-08-11,6,186,2,0,1,HB,Portugal,Groups,Tour Operator,false,0,0,A,A,0,Non Refundable,1,Contract,63.31,1,0
BKG-004637,GST-004637,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-10,2021-05-14,4,126,3,2,1,SC,Spain,Groups,Tour Operator,true,0,2,E,E,0,Refundable,1,Contract,149.88,1,3
BKG-004664,GST-004664,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-26,2023-03-01,3,76,1,1,1,BB,Germany,Online TA,Tour Operator,true,0,0,A,A,1,Non Refundable,2,Transient-Party,85.17,2,2
BKG-004670,GST-004670,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-31,2023-01-08,8,102,1,2,0,BB,Spain,Online TA,Direct,false,0,0,C,C,0,Refundable,1,Contract,86.98,0,1
BKG-004672,GST-004672,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-07-30,2022-08-03,4,18,3,0,0,BB,Portugal,Offline TA/TO,Travel Agent,false,0,0,D,D,0,Non Refundable,2,Transient-Party,96.64,1,3
BKG-004674,GST-004674,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-19,2021-04-23,4,47,2,1,0,BB,France,Groups,Corporate,true,1,1,D,D,2,No Deposit,2,Transient-Party,97.53,2,1
BKG-004682,GST-004682,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-07-15,2022-07-20,5,71,1,1,0,SC,Spain,Online TA,Tour Operator,true,0,0,B,B,0,Non Refundable,0,Contract,107.07,0,2
BKG-004690,GST-004690,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-15,2023-02-23,8,76,3,2,1,FB,France,Groups,Direct,true,0,2,C,C,0,Non Refundable,0,Transient,114.37,2,1
BKG-004709,GST-004709,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-05,2023-10-10,5,148,3,1,1,FB,Germany,Groups,Travel Agent,false,0,3,A,A,0,Refundable,1,Transient,118.44,1,2
BKG-004719,GST-004719,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-11-19,2022-11-25,6,136,1,0,0,HB,Germany,Offline TA/TO,Direct,false,0,0,C,C,0,Refundable,1,Transient-Party,120.32,1,0
BKG-004729,GST-004729,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-06-04,2023-06-08,4,180,3,1,0,HB,Germany,Online TA,Direct,true,1,3,E,E,0,Non Refundable,2,Transient,87.83,1,0
BKG-004733,GST-004733,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-28,2023-05-04,6,48,3,2,1,BB,Germany,Online TA,Travel Agent,false,0,0,E,E,0,Refundable,2,Contract,98.89,0,1
BKG-004752,GST-004752,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-09-24,2022-09-27,3,87,2,0,0,FB,France,Offline TA/TO,Direct,true,1,1,C,C,0,No Deposit,2,Transient-Party,102.02,1,0
BKG-004763,GST-004763,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-06-07,2023-06-15,8,134,1,0,0,SC,Germany,Online TA,Travel Agent,true,1,1,C,C,0,No Deposit,2,Contract,102.99,0,3
BKG-004772,GST-004772,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-12-21,2023-12-26,5,51,3,0,0,SC,Spain,Online TA,Corporate,true,0,2,B,B,1,No Deposit,2,Transient-Party,107.29,2,3
BKG-004776,GST-004776,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-22,2021-04-25,3,139,3,2,0,HB,Germany,Groups,Travel Agent,true,0,1,A,A,0,Non Refundable,1,Contract,111.20,2,0
BKG-004783,GST-004783,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-27,2022-12-31,4,15,3,0,1,BB,Germany,Offline TA/TO,Tour Operator,true,0,1,D,D,0,Refundable,0,Transient-Party,115.07,0,1
BKG-004790,GST-004790,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-11-12,2022-11-18,6,91,3,2,1,SC,Germany,Offline TA/TO,Corporate,true,0,2,C,C,0,Non Refundable,1,Transient-Party,98.84,2,1
BKG-004816,GST-004816,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-15,2022-05-17,2,88,3,1,0,FB,France,Offline TA/TO,Tour Operator,true,0,0,C,C,0,Non Refundable,1,Contract,119.81,1,1
BKG-004825,GST-004825,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-07,2022-10-09,2,97,3,1,1,FB,Portugal,Online TA,Corporate,true,0,0,D,D,0,No Deposit,0,Contract,88.55,0,0
BKG-004838,GST-004838,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-08,2022-05-11,3,62,1,1,1,SC,Germany,Online TA,Corporate,false,2,0,C,C,0,Non Refundable,0,Transient,118.23,0,0
BKG-004862,GST-004862,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-15,2021-04-22,7,59,3,2,1,SC,Portugal,Online TA,Travel Agent,true,0,2,E,E,0,Non Refundable,1,Transient-Party,97.43,2,3
BKG-004867,GST-004867,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-06-18,2022-06-24,6,110,3,0,1,BB,France,Groups,Tour Operator,true,0,0,D,D,0,Refundable,0,Transient-Party,106.51,1,0
BKG-004871,GST-004871,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-31,2021-06-03,3,254,1,1,1,SC,France,Offline TA/TO,Travel Agent,false,1,3,A,A,0,Non Refundable,0,Transient,105.10,2,2
BKG-004873,GST-004873,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-09-20,2023-09-24,4,38,3,0,0,FB,France,Offline TA/TO,Corporate,true,0,1,E,E,0,Non Refundable,3,Transient,71.49,1,2
